,recipe_name,description,rating,num_ratings,author
0,Low-Carb Super Bowl with Chili Veggies - Recipe - Diet Doctor,"Eat the rainbow and love every bite with this colorful low-carb bowl. Spicy chili, crispy veggies, and crunchy nuts, all balanced with the delicious novelty of pomegranate. Bring it all together and bring it on!",5,1,Anne Aobadia
0,Low-Carb Fish and Shrimp Casserole - Recipe - Diet Doctor,"Fish, cream and saffron. Shrimp with a touch of cilantro. Layer these two together for inspired low-carb deliciousness! Paired with an easy broccoli mash, you'll have a colorful and oh-so-satisfying answer to ""What's for dinner?""",4.83,6,Anne Aobadia
0,Low-Carb Cashew Sauce — Vegan Recipe — Diet Doctor,"This luscious cashew sauce makes even the most modest meals feel indulgent. Rich and deliciously creamy with a hint of cayenne! Oh, and it's ready in 5 minutes!",4.2,5,Anne Aobadia
0,Low-Carb Romesco Sauce — Vegan Recipe — Diet Doctor,"Once you try to make your own Romesco sauce, there is no turning back. Super easy to make, perfect partner in crime for a variety of dishes. The secret? Bell peppers. Roasted bell peppers.",4.57,7,Anne Aobadia
0,The Best Keto Vanilla Ice Cream - Sugar-Free Recipe - Diet Doctor,"Nothing says summer like a scoop of creamy, oh-so-delicious ice cream. Make your scoop satisfying, simple, and compromise-free with this yummy keto version! Prepare for a frosty hint of vanilla with berries and cream. Mmmmm...",4.86,7,Jill Wallentin
0,Low-Carb Cauliflower Tabbouleh - Recipe - Diet Doctor,"Got parsley? Then create all the tempting flavor and texture of tabbouleh, but in a gluten-free, low-carb format! Yes, you can blend together those familiar spices, sub in cauliflower for the grain, and pull off a fresh, delicious salad.",4,4,Anne Aobadia
0,Low-Carb Lemon-Lime Poppy Cheesecakes - Recipe - Diet Doctor,"Celebrating something special? Then let these pretty, creamy low-carb beauties grace your table! No crust required. Just the fresh taste of lemon and lime and a creamy topping will complete your no-holds-barred cheesecake experience.",5,2,Jill Wallentin
0,Low-Carb Wrap with Tuna and Egg - Recipe - Diet Doctor,"Wrap it up! Exactly what goes inside our gluten-free and low-carb flatbread? You decide! We showcase a tasty combo of tuna, eggs, and cottage cheese with hints of chili and wasabi. But possibilities abound, so have it your way.",5,3,Anne Aobadia
0,Low-Carb Cauliflower Risotto with Spinach - Recipe - Diet Doctor,"Say hello to creamy... and cheesy. This low-carb cauliflower risotto, adorned with spinach and goat cheese, is a quick-and-easy lunch or dinner. Satisfaction, here we come!",5,4,Anne Aobadia
0,Keto Avocado Hummus — Vegan Dip Recipe — Diet Doctor,"Whip and dip! Blend together this tasty keto take on hummus and you will find your new to-go dip for veggies. Creamy, with a bright citrus edge, and ready in minutes!",4.73,11,Anne Aobadia
0,Low-Carb Cauliflower Mushroom Risotto - Recipe - Diet Doctor,"Cauliflower heaven. That's where you'll be when you rediscover risotto, made with one of our fave low-carb veggies. Creamy? Check. Satisfying? You bet. Vegetarian and indulgent? But of course!",4.77,13,Anne Aobadia
0,Low-Carb Roasted Pumpkin with Cheese - Recipe - Diet Doctor,"Celebrate the little joys in life like roasting pumpkins — all year round! In this versatile low-carb meal, pumpkins collapse into roasted amazingness together with hazelnuts and melted manchego cheese.",5,2,Anne Aobadia
0,Low-Carb Spicy Fish with Cashew Sauce - Recipe - Diet Doctor,"Dial-up the flavor and spice up your life! This spiced white fish, fried in butter with tomatoes, scallions, and topped with a rich cashew sauce, is sure to tantalize every taste bud. What takes charge, the warm cayenne or the cool creamy cashews? You decide with this versatile low-carb meal.",5,2,Anne Aobadia
0,Keto Wrap with Deli Roast Beef & Brie Cheese - Recipe - Diet Doctor,"Quick. Pretty. Delicious... It's a wrap! Our gluten-free and keto version of a flatbread for wraps and sandwiches is the perfect foundation for this yummy, Instagram-ready lunch. Make wraps ahead and freeze for a quick, everyday meal, anytime.",4.75,8,Anne Aobadia
0,Keto Bacon-Wrapped Chicken - Recipe - Diet Doctor,"Chicken breast, dressed for success! The bacon wrap adds flavor and luxury—pair it with our cauli purée and accessorize with butter-fried spinach and roasted garlic. Put it all together, and it's quite a look! 100% flavor... 100% keto!",4.14,7,Anne Aobadia
0,Keto Sesame Bread - Gluten-Free Recipe - Diet Doctor,"Golden. Soft. Airy. Everything you want in a keto loaf. Plus, the crowning touch — sesame seeds. Try this bread with spicy stews, gratins or why not... a quick sandwich. It's gluten-free and super easy to make!",4.39,33,Anne Aobadia
0,Keto Cobb Salad with Ranch Dressing - Recipe - Diet Doctor,"A classic Cobb salad never gets old. Bacon—avocado—chicken—eggs—blue cheese... all your keto favorites in one place — on top of a crunchy, refreshing salad! So throw together this easy lunch (or dinner) that is high protein and high fat and it will get high fives all around!",4.92,25,Anne Aobadia
0,Keto Bechamel Sauce - Gluten Free Recipe - Diet Doctor,"Ever wondered how to make that lovely creamy white sauce without using any flour? It's way simpler than you'd think. Not only gluten-free but also keto and so much easier to make than the original version, without compromising on its authentic taste. What a great addition to your repertoire!",4.83,23,Anne Aobadia
0,Sullivan's KeDough Breakfast Pizza - Keto Recipe - Diet Doctor,"Pizza for breakfast? Why not! Pick your own toppings with traditional breakfast meats, eggs and cheese or just pick any of your favorite pizza toppings. Breakfast doesn’t have to be boring!",4.43,7,"Kristie Sullivan, PhD"
0,Low-Carb Greek Moussaka - Recipe - Diet Doctor,"Our low-carb version of this Greek classic is juicy, cheesy, packed with vegetables and way quicker and easier to prepare than the original. Even the Greek gods would lick their fingers after savoring this hearty meal.",4.9,39,Jill Wallentin
0,Keto Chicken Stir-Fry with Shirataki Noodles - Diet Doctor,"Asian fast food at its best, in the comfort of your own kitchen. Naturally gluten-free shirataki noodles are the secret ingredient in this tasty, healthy—and quick—keto dish.",4.76,17,Anne Aobadia
0,Low-Carb Grilled Tuna with Raita Salad - Recipe - Diet Doctor,"Tuna—grilled or seared—is perfect when you're in the mood for meat but want something lighter at the same time. A fresh, crunchy cucumber salad, dressed with delightful Indian flavors, rounds out this simple meal. Tasty, fun, and ready before you can say, ""That was easy!""",4,6,Anne Aobadia
0,Keto Southern Summer Tomato Pie - Recipe - Diet Doctor,"Tomato in a pie? Yes, please! This savory keto pie is best with fresh summer tomatoes from a Southern garden. If you can’t get Southern tomatoes, just get tomatoes! This is a savory pie that you will want to make. It’s delicious served with grilled meats.",4.4,5,"Kristie Sullivan, PhD"
0,Keto Shish Kebab with Garlic Cream - Recipe (Video) - Diet Doctor,"Shish kebab, served with a crazy good garlic cream (toum) and roasted vegetables. What's not to like? This guaranteed crowd-pleaser is a perfect keto dish to cook for friends — either in the kitchen or on the patio — you decide!",5,4,Jill Wallentin
0,Low-Carb Tuscan Shrimp with Asparagus - Recipe - Diet Doctor,"A creamy-dreamy shrimp dish with a rich, garlicky white wine sauce—plus color from sun-dried tomatoes and spinach! After the first bite, you'll feel like you're basking in Tuscan sunshine, and your family will wonder if you hired an Italian chef. It's low carb and delizioso!",4.92,37,Anne Aobadia
0,Keto Crispy Chicken with BBQ Mayo - Recipe - Diet Doctor,"Crispy on the outside, juicy on the inside. This super easy keto recipe combines tender chicken with a gluten-free crust, a delicious BBQ sauce, and a fresh green salad. So delicious and basic, it's soon to be a new favorite in your weekly rotation!",4.8,5,Anne Aobadia
0,The Best Keto Cheese-Crusted Omelet - Recipe - Diet Doctor,"Once you've tried this omelet, there's no turning back. With its irresistible crust and sumptuously rich filling, this cheese-crusted miracle puts traditional omelets to shame. Perfect as a hearty breakfast but also an impressive option for a quick keto lunch or dinner.",4.83,115,Jill Wallentin
0,Low-Carb Halloumi Fries with Avocado Dip — Recipe — Diet Doctor,"Forget everything you think you know about halloumi cheese and let us introduce you to an improved, crunchier and crispier version of this delicacy. Salty halloumi fries with an irresistibly creamy avocado dip. A divine low-carb snack or a full meal? You decide!",4.86,14,Jill Wallentin
0,Keto Chili Salmon with Tomato and Asparagus - Recipe - Diet Doctor,"Spice up your life with this elegant and festive chili salmon. Paired with bright veggies and a drizzle of browned butter, this keto dish looks as good as it tastes. Dazzle with color and flavor on your plates tonight!",4.86,14,Anne Aobadia
0,Keto White Pizza with Mushrooms and Pesto - Recipe - Diet Doctor,"Three delicious superheroes you can always count on—cheese, pesto and mushrooms—come together in this fresh vegetarian white pizza to save the day. With this quick and easy keto dish, you can spend more time on what really matters: enjoying every bite of it!",4.58,12,Anne Aobadia
0,Low-Carb Fluffy Lemon Cheesecake Dessert - Recipe - Diet Doctor,Get a taste of summer any time of the year. This lemon cheesecake fluff is simple and quick to make. Garnish with some fresh berries and lemon zest to make it even more delicious.,4.81,32,"Kristie Sullivan, PhD"
0,Low-Carb Baked Shrimp with Sesame Bread - Recipe - Diet Doctor,Here's to a guaranteed culinary adventure without actually having to travel! Transport yourself and your family with these delicious baked shrimp. Savory. Fresh. Exotic. A low-carb Turkish delight!,4.2,5,Anne Aobadia
0,Keto Grilled Tuna Salad with Garlic Dressing - Recipe - Diet Doctor,A crisp and pretty salad topped with grilled tuna and topped with our creamy garlic dressing. This salad is simple to pull together so you can enjoy a tasty keto meal AND a bit of sunshine on your lunch break.,4.44,9,Anne Aobadia
0,Keto Goat Cheese Salad with Balsamico Butter - Recipe - Diet Doctor,A luxurious and filling vegetarian salad with gratinated goat cheese topped with toasted pumpkin seeds and balsamico butter. This recipe is so simple that it almost prepares itself!,4.71,21,Jill Wallentin
0,Keto Carnitas - The Ultimate Crispy Recipe - Diet Doctor,Carnitas are great for feeding a crowd. Roast or smoke the pork or cook it in a slow cooker for busy days. Just be sure to follow the final step of browning the meat in some of the roasting juices. The browned bits are where the magic happens.,4.8,10,"Kristie Sullivan, PhD"
0,Low-Carb Feta Cheese Stuffed Bell Peppers - Recipe (Video) - Diet Doctor,"A super tasty vegetarian dinner that you can prepare in no time. Say hello to these yummy and gorgeous bell peppers! Stuffed with a creamy feta cheese filling and a touch of mint, olives and smooth tanginess. Hearty and healthy comfort food at its best, baked to perfection.",4.43,7,Jill Wallentin
0,Keto Egg Mice — Easy Recipe for Easter — Diet Doctor,"I'm sure we've all either heard it or said it: ""don't play with your food!"". Let's make an exception, as these small keto mice are so cute, you will almost not want to eat them. A super fun way to keep the kids busy in the kitchen and an instant success on the cheese platter. Win-win!",5,3,Jill Wallentin
0,Keto White Pizza - Gluten Free Recipe - Diet Doctor,"Pizza without tomato sauce? You definitely won't miss the red carpet in this white version. We ditched the tomatoes and gluten, doubled up on cheese and added a dash of rosemary. Less is more!",5,4,Anne Aobadia
0,Keto Fried Fish with Walnut Dip - Recipe - Diet Doctor,"Love life's simple pleasures? Then how about butter-fried fish with a fresh, silky yogurt dip? Easy prep but tasty result means this simple keto dinner may become an instant family favorite. Perfect paired with snow peas for added crunch!",5,3,Anne Aobadia
0,Low-Carb Zucchini Fritters with Beet Salad - Recipe - Diet Doctor,"All-star zucchini fritters are a vegetarian delight. Pair them with a fresh salad with beets, red cabbage and a creamy yellow sauce on top, and eat a low-carb rainbow!",5,4,Anne Aobadia
0,Keto Indian Butter Chicken - Recipe (Video) - Diet Doctor,"Namaste! We have a confession to make... Butter chicken is one of our favorite Indian dishes and we know we're not the only ones! Luckily, we have Jill who invites you to try her keto version of this fabulous butter chicken, served with oven-roasted cauliflower.",4.86,110,Jill Wallentin
0,Keto Taco Meatza - Taco-Flavored Pizza Recipe - Diet Doctor,"Taco or pizza, that is the eternal question. But what if you don't have to pick just one? Dreams do come true with this mighty cheesy taco meatza that combines the best of both worlds.",4.73,26,Jill Wallentin
0,Keto Salmon Meatballs with Lemon Sauce - Recipe - Diet Doctor,"Meatballs? Fishballs? Whatever you call them, these tasty salmon creations are swoon-worthy when smothered in our lemon bechamel sauce. If you don't like fish, these keto bites might change your mind!",5,3,Anne Aobadia
0,Keto Ranch Dressing with Bacon & Veggies — Recipe — Diet Doctor,"Our keto ranch dressing starts with a large batch of dry seasoning that can be saved and used for other recipes. Next, we add the wet ingredients to make a keto dressing that is perfect for dipping. Best served with crunchy vegetables and of course – crispy bacon!",4.9,10,"Kristie Sullivan, PhD"
0,Low-Carb Halloumi Cheese with Eggplant - Recipe - Diet Doctor,"Vegetarian fast food for real! This simple, hearty low-carb meal is quick and easy to make... a buttery shortcut to real food satisfaction!",5,2,Anne Aobadia
0,Low-Carb Pork Loin Roast with Sprouts - Recipe - Diet Doctor,Want an easy-to-prepare meal with a luxurious taste? Then this tender and juicy pork loin with heavenly sprouts is your answer. Say hello to everyday low-carb deliciousness!,5,1,Anne Aobadia
0,Low-Carb Eggplant Dip – Vegan Recipe — Diet Doctor,"Eggplant at its yummiest. Slice, roast, and blend with olive oil, spices, and a touch of lemon. That's it! Try it as a low-carb dip for veggies or a topping for burgers and sandwiches. Terrific both ways!",5,4,Anne Aobadia
0,Keto Fried Cabbage with Crispy Bacon - Recipe - Diet Doctor,"Bacon, cabbage and a touch of butter if you wish. The perfect constellation of flavors when time is not on your side. So yummy. So keto. And easy on your wallet, too!",4.64,14,Anne Aobadia
0,Keto Beef Ramen - Asian Noodle Soup Recipe - Diet Doctor,"Noodle on this: spicy Asian noodle soup with noodles that aren't noodles. Well, perhaps they are noodles, but they're noodles without the carbs. For a flavorful keto take on this ramen-esque classic, dig into a tasty bowl with beef, broth, bok choy, and eggs. Plus noodles — sort of.",4.87,15,Anne Aobadia
0,"Keto Greek Egg, Lemon and Chicken Soup - Recipe - Diet Doctor","Want creamy without the cream? Go Greek with avgolemono – a light, silky soup. Easier to make than it is to spell. With chicken, cauliflower, eggs and butter it's another keto one-pot wonder!",4.89,9,Anne Aobadia
0,Keto Fried Salmon with Green Beans - Recipe - Diet Doctor,"Another one-skillet wonder! Just three ingredients—salmon, green beans and butter—transformed into a tasty dinner in about 15 minutes. It's keto, it's easy, and it's simply delicious.",5,10,Anne Aobadia
0,Low-Carb Baked Cauliflower Parmesan — Recipe — Diet Doctor,"Prettier than your average low-carb side, and more delicious, too. But the best part is that it takes just minutes to prep. Match this beauty with a protein of your choice, plus a sauce or compound butter, for easy keto magic.",5,7,Anne Aobadia
0,Keto Asian Sesame Fat Bombs — Recipe — Diet Doctor,"Problem: Asian-inspired dishes are delicious but can sometimes be a bit too lean to be keto. Solution: These savory, buttery fat bombs are fun, delicious, and add healthy fat and sesame flavors to soups and stir-fries. So drop one into your favorite Asian dish and enjoy!",3.67,3,Anne Aobadia
0,Keto Smoked Mussels Casserole - Recipe - Diet Doctor,"Navigating busy weeknights? Canned seafood to the rescue! Mix up some smoked mussels from your pantry with cheese and cauliflower, and have a satisfying keto dinner on the table in half an hour.",3,4,Anne Aobadia
0,Keto Smoked Salmon and Avocado Plate - Recipe - Diet Doctor,Real food on a plate. Smoked salmon. Avocado. Mayo. Because a keto dinner doesn't have to be complicated.,5,13,Anne Aobadia
0,Low-Carb Baked Apples with Cream - Recipe - Diet Doctor,Smells like apple pie... tastes like a dream. This easy take on low-carb baked apples comes together in no-time. Don't forget the luscious finishing touch—a dollop of whipped cream.,5,4,Anne Aobadia
0,Low-Carb Asian Five Spices — Recipe — Diet Doctor,"Spice it up, Asian style, with this classic combination that makes Chinese food taste amazing. Making your own spice blends keeps sugar out and flavor in. It's quick... homemade... customized... so now you're cooking!",5,1,Anne Aobadia
0,Keto Chicken Philly Cheesesteak Casserole - Recipe - Diet Doctor,"The classic Philly cheesesteak is made with beef, and this keto casserole can be made with either chicken or beef. This dish will quickly become a household favorite. Just a bite or two and you will quickly see why.",4.67,109,"Kristie Sullivan, PhD"
0,Keto Spicy Pork and Kale Soup - Recipe - Diet Doctor,"For a souper supper that is flavorful and keto, get cooking with this well-spiced pork soup. It's a one-pot meal, with a little extra fun—a buttery fat bomb to finish it with style. Drop it in. Watch it melt. Then say good-bye to hunger... and hello to flavor!",4.83,12,Anne Aobadia
0,Low-Carb Creamy Venison Stew - Recipe - Diet Doctor,"This rustic stew is perfect for the colder months. We designed this hearty dish for hunters (and friends of hunters). But farmed venison is also delish... a little milder, but tasty. And, yes, if game is not your thing, a nice chuck roast is a perfect substitution.",5,6,Anne Aobadia
0,Keto Chicken Curry Stew - Recipe - Diet Doctor,"Warm. Savory. Simple. This flavorful one-pot wonder satisfies with its creamy curry base. A delicious keto meal, ready in an hour. Bring it on!",4.85,13,Anne Aobadia
0,Keto Smoked Mussels Plate - Recipe - Diet Doctor,Real food on a plate. Mussels. Eggs. Spinach and avocado. Mayo and cottage cheese. Because a keto dinner doesn't have to be complicated.,5,5,Anne Aobadia
0,Low-Carb Beef Stew with Cauliflower Mash - Recipe - Diet Doctor,"Beefy, and naturally low carb. Simmer this classic dish low and slow for tender meat and plenty of flavor. With our buttery cauli mash, you won't miss the potatoes. Promise.",4.91,11,Anne Aobadia
0,Homemade Keto Chicken Stock — Recipe — Diet Doctor,"Flavorful. Comforting. Oh-so-versatile. Chicken stock is a hands-down stellar basic. Use it in sauces, stews, or soup for amazing flavor. Or drink it, straight-up... just pour yourself a big, warm cup and fill-up on some nutrient-packed deliciousness.",5,9,Anne Aobadia
0,Keto Cabbage Soup with Chicken Dumplings - Recipe - Diet Doctor,"Why not give these tasty chicken dumplings a try and add protein and yummy flavor to your cabbage soup? The result? A warm, comforting, and affordable one-pot keto meal.",4.94,16,Anne Aobadia
0,Keto Fried Chicken with Broccoli and Butter - Recipe - Diet Doctor,A quick and easy one-skillet keto meal. Who doesn't love that? Juicy fried chicken paired with green and crunchy broccoli topped off with melting butter. Mmmmm... Put this in your rotation for busy weeknights!,4.94,35,Anne Aobadia
0,Keto Chicken Pot Pie with Biscuits - Recipe - Diet Doctor,Chicken pot pie is the coziest of comfort foods and not something you would expect to eat on a ketogenic diet. The biscuit topping for this recipe is also a shining star. It makes a delicious breakfast sandwich or a Southern style biscuit without the carbs.,4.93,14,"Kristie Sullivan, PhD"
0,Low-Carb Wild Mushroom Soup - Recipe - Diet Doctor,"Earthy deliciousness or delicious earthiness? You decide. This warm, creamy, and mushroomy low-carb soup is comfort food at its finest. Smooth, and oh so satisfying.",4.8,5,Anne Aobadia
0,Keto Chinese Pork with Cabbage - Recipe - Diet Doctor,"Pork, awash with classic Chinese flavors. Plus—and this is key—a bubbly, crispy, to-die-for crackling. Yes, you can make this keto wonder at home! Bring on melt-in-your-mouth flavor... and crunch!",5,4,Anne Aobadia
0,Low-Carb Boeuf Bourguignon with Cauli Mash - Recipe - Diet Doctor,Cold nights meet warm stew. Check-out our delicious low-carb take on this classic French dish. Our cauli mash will soak up the sauce to ensure you enjoy every drop!,4.64,11,Anne Aobadia
0,Low-Carb Vegetable Soup with Fennel - Recipe - Diet Doctor,Creamy. So filling. This cozy low-carb vegetable soup is a delightful change of pace. Enjoy it plain or pair it with a protein—your choice!,5,6,Anne Aobadia
0,Keto Classic Chicken BLT Salad - Recipe - Diet Doctor,"Bacon, lettuce and tomato. A classic combination — but why stop there? Make it keto by adding lettuce, some tender pieces of chicken and a dollop of creamy aioli. Now we're talking!",4.8,40,Anne Aobadia
0,Keto Chicken Fajita Bowl - Tex-Mex Recipe - Diet Doctor,"Have it both ways. A warm and satisfying meal, and a fresh salad, rolled into one. Plus, it's keto AND amazingly delicious! Feast or fiesta? You decide.",4.91,64,Anne Aobadia
0,Keto Pork Chops with Green Beans - Recipe - Diet Doctor,Juicy pork chops. Crunchy green beans. Garlic butter. Now that's what we call a one-skillet wonder. And it's keto elegance at its finest.,4.69,29,Anne Aobadia
0,Keto Chinese Pork with Brussels Sprouts - Recipe - Diet Doctor,"Goodbye takeout! This easy keto meal delivers all of the flavor of Chinese food without the food coma. Plus, you'll have dinner on the table in no time.",4.67,15,Anne Aobadia
0,Keto Goat Cheese & Mushroom Frittata - Recipe - Diet Doctor,"Love quiche? This frittata offers all of the flavor without the crust (or the fuss)! So get your veggie on with mushrooms, spinach and scallions, complemented with creamy goat cheese. It's a rich, vegetarian, keto one-skillet feast!",4.74,27,Anne Aobadia
0,Keto Tuna Salad with Boiled Eggs - Dairy-Free Recipe - Diet Doctor,"A keto meal in 15 minutes? Yes, please! Creamy tuna salad served on crisp lettuce accompanied by eggs cooked to perfection and some tomatoes to brighten the plate. So easy. So tasty. So keto.",4.65,40,Anne Aobadia
0,Keto Fried Salmon with Broccoli - Recipe - Diet Doctor,"Elegant salmon. Bright, vibrant broccoli. Lemon mayo. Now that’s what we call a one-skillet wonder. And it’s keto elegance at its finest.",4.52,21,Anne Aobadia
0,Keto Vegetarian Breakfast Casserole - Recipe - Diet Doctor,"Vegetarian breakfast made easy. Cook up this keto casserole on Sunday and you're all set for breakfast for the coming week. Easy, protein packed, and durable enough to eat on-the-go. Did we mention olives and tomatoes?",4.92,12,Anne Aobadia
0,Keto Deli Roast Beef with Coleslaw - Recipe - Diet Doctor,"Here's to NOT cooking tonight. Let the deli do the heavy lifting, but still enjoy roast beef and coleslaw at home or wherever you may be. It's an easy, satisfying keto meal that you'll pull together in no time.",4.89,9,Anne Aobadia
0,Keto Vanilla Panna Cotta — Recipe — Diet Doctor,"Pure, unadulterated creaminess. For a luxurious keto dessert, look no further. Pomegranate and mint add holiday color, but you can enjoy this elegant, make-ahead finish to your celebrations year-round!",5,3,Anne Aobadia
0,Keto Coffee with Whipped Cream - Recipe - Diet Doctor,"Prepare for an elevated coffee break. Position whipped cream, with just a touch of vanilla, atop your favorite brew. We're crushing hard on this keto-approved treat.",5,16,Anne Aobadia
0,Keto Scallops with Herb Butter - Recipe - Diet Doctor,"So simple. So refined. So, so, so, filled with flavor. These scallops are loaded with herbs and garlic, and will make everyone at the table swoon. Your taste buds have been waiting for these!",5,2,Anne Aobadia
0,Keto Buffalo Chicken with Paprika Mayo - Recipe - Diet Doctor,"Everyday deliciousness, pure and simple. Juicy chicken thighs, buttered cabbage, plus a flavored mayo — either spicy or not-so-spicy. It's an easy keto meal that you'll make again and again.",4.97,35,Anne Aobadia
0,Keto Gingerbread Crème Brûlée - Recipe - Diet Doctor,"Creamy custard. Dreamy gingerbread. Put the two together, and you have a keto dessert that brings a well-spiced finish to your evening. So indulgent, yet amazingly on-plan.",5,4,Jill Wallentin
0,Keto Cajun Crab Casserole - Recipe - Diet Doctor,A tasty and quick-to-make keto casserole with crab meat and delicious seasonings. The melt-in-your-mouth seafood in a cheesy-creamy combo makes for an excellent keto meal!,4.8,10,Anne Aobadia
0,Low-Carb Scallops Parmesan - Recipe - Diet Doctor,"Oh, wow, are we in love with these elegant little appetizers kissed with the flavors of wine and cheese. Everything about these are right! Start a festive dinner with these, and watch them evaporate off the platter. Pure, low-carb love.",5,4,Anne Aobadia
0,Hot & Simple Keto Shrimp Cocktail - Recipe - Diet Doctor,"Whether jumbo or shrimpy, this keto appetizer comes together in minutes. It can be your start to a festive dinner, a yummy option on a buffet, or make it your main course. Simplicity rules!",5,6,Anne Aobadia
0,Keto Chateaubriand with Hasselback Celery Root - Recipe - Diet Doctor,"Elevate dinner with our beef tenderloin and red wine butter... need we say more? It's sophisticated, elegant, and special occasion-worthy. Impress your guests with this dressed-up keto masterpiece.",5,4,Anne Aobadia
0,Keto Sesame Scallops with Wasabi Mayo - Recipe - Diet Doctor,"Elegant and exotic. Fresh and fun. Light and tangy. Kissed with a hint of heat, these scallops are going to become a dinner party staple. Festive and savory? Oh, yes. Low-carb fast food at its finest!",5,2,Anne Aobadia
0,Keto Italian Breakfast Casserole - Recipe - Diet Doctor,"Breakfast made easy. Cook up this keto casserole on Sunday and you’re all set for breakfast for the coming week. Easy, protein packed, and durable enough to eat on-the-go. Did we mention sausage (and cauliflower)?",4.93,14,Anne Aobadia
0,Keto Chai Latte - Creamy & Classic Recipe - Diet Doctor,"Spice up your mug with this warm and fragrant classic. Chai tea, served as a keto style latte, is perfect for the colder months. You'll love this creamy blend.",4.43,7,Anne Aobadia
0,Keto Cinnamon Coffee - Simple Recipe - Diet Doctor,"A cozy, warm brew that is perfect for the holidays. Whip up this keto coffee-meets-cinnamon combo and enjoy as a warm-you-up treat or dessert. Simply luxurious...",4.5,8,Anne Aobadia
0,Keto Bacon & Mushroom Breakfast Casserole - Recipe - Diet Doctor,"Breakfast made easy. Cook up this keto casserole on Sunday and you're all set for breakfast for the coming week. Easy, protein packed, and durable enough to eat on-the-go. Did we mention bacon (and mushrooms)?",4.88,40,Anne Aobadia
0,Keto Roasted Pork Belly with Cabbage - Recipe - Diet Doctor,"Not a pork chop. Not bacon. Something in-between. Pork belly anchors this rustic keto feast. It's a great choice for feeding a crowd—affordable, easy, and just different enough to keep it interesting.",4.75,8,Anne Aobadia
0,Keto Mortadella and Brie Plate - Recipe - Diet Doctor,Real food on a plate. Cold cuts and anchovies. Cheese. Olives and greens. Because a keto dinner doesn't have to be complicated.,3.86,7,Anne Aobadia
0,Keto Cowboy Butter Sauce — Recipe — Diet Doctor,Prepare for a rodeo of flavor. This spiced up keto butter sauce will keep everyone around your campfire happy and satisfied. Enjoy life's necessities: Boots. Jeans. Cowboy sauce.,4.69,16,Anne Aobadia
0,Low-Carb Game Seasoning — Recipe — Diet Doctor,Are you game for a subtle but distinctive blend of seasoning? Ready for the wild side of dinner? Hints of juniper and a punch of coriander team up with rosemary to take you (and your dinner) to new levels of deliciousness.,5,3,Anne Aobadia
0,Keto No-Noodle Chicken Cabbage Soup - Recipe - Diet Doctor,"Made with healing bone broth, this keto chicken no-noodle soup with healthy cabbage is warm and comforting when it’s cold outside, when you’re fighting a cold, or you just crave a hearty soup!",4.92,154,"Kristie Sullivan, PhD"
0,Keto Ground Beef and Broccoli - Recipe - Diet Doctor,"A one-skillet wonder: real food, affordable ingredients, simple prep, tasty dinner, and easy cleanup. It's keto fast food, made right in your kitchen.",4.5,22,Anne Aobadia
0,Grilled Low-Carb Veggie Plate - Recipe - Diet Doctor,"Get your veggie on with this grilled Mediterranean masterpiece. A fresh combo of grilled vegetables, olives, nuts, and cheese make for a tasty keto plate. And the finishing touch? A drizzle of olive oil and lemon, of course!",5,4,Anne Aobadia
0,Keto Salmon-Filled Avocados - Recipe - Diet Doctor,"Avocado + smoked salmon = no cooking. This creamy dish is a luxurious breakfast, quick lunch or light dinner. Or serve it as a colorful appetizer at your next dinner party. So easy... so delicious... so keto.",4.89,18,Anne Aobadia
0,Keto Crab Meat and Egg Plate - Recipe - Diet Doctor,Real food on a plate. Crab meat. Eggs. Cottage cheese and mayo. Spinach and avocado. Because a keto dinner doesn't have to be complicated.,3.11,9,Anne Aobadia
0,Keto Cordon Bleu Casserole - Recipe - Diet Doctor,"All of the flavor, none of the fuss. Savor forkfuls of classic Chicken Cordon Bleu in no time with this creamy, easy-to-make keto casserole. French flair without cooking lessons.",4.13,15,Anne Aobadia
0,Keto Butter-Fried Kale with Pork — Recipe — Diet Doctor,"Greens, elevated to wondrous, by bacon fat. Who knew? This kale transcends ordinary when sautéed with butter and pork belly. A handful of nuts and cranberries complete the story. A keto fairy tale.",5,2,Anne Aobadia
0,Low-Carb Chocolate Fudge - Recipe - Diet Doctor,Whoa... chocolate meets cream and it's a match. It doesn't take much of this semi-sweetlow-carb fudge to satisfy. Enjoy a small piece as an after dinner treat. A perfect finish.,4.38,16,Anne Aobadia
0,Keto Fried Salmon with Asparagus - Recipe - Diet Doctor,"Another one-skillet wonder to enjoy. Just three ingredients—salmon, asparagus, and butter —transformed into a tasty dinner in just 15 minutes. It's keto, and it's simply delicious.",4.5,14,Anne Aobadia
0,Maria Emmerich's Keto Paleo Stuffing — Recipe — Diet Doctor,"Don't wait for Thanksgiving. Enjoy this delicious low-carb stuffing the next time you roast a chicken. The celery, onion, and poultry seasoning hit all the right, familiar notes. Yes, you CAN enjoy stuffing without feeling stuffed!",5,4,Maria Emmerich
0,Kristie Sullivan's KeDough Pizza - Recipe - Diet Doctor,A handheld keto pizza crust is really rare. This pizza crust is even more crisp than the famous fat head pizza and perfect for holding in your hands — no fork or plate required!,4.61,18,"Kristie Sullivan, PhD"
